"","term","estimate","std.error","conf.low","conf.high"
"1","(Intercept)",-1.31867387233936,1.60134080048363,-4.47506432894511,1.75541744880893
"2","Conductance",20.1757481136954,2.05144872158792,15.9308139269104,24.0335218347839
"3","sigma",5.56809000382097,0.568230971180217,4.58549648583712,6.78436329940202
